cut	68
Partition 0	3597,3596
Partition 1	3520,3594,3595
Partition 2	3527,3531,3532
Partition 3	3530,3528,3529
Partition 4	3524,3562
Partition 5	3555,3551,3550
Partition 6	3560,3523,3561
Partition 7	3552,3553,3554
Partition 8	3611,3610,3609
Partition 9	3549,3548
Partition 10	3589,3606,3605
Partition 11	3571,3608,3607
Partition 12	3568,3567
Partition 13	3556,3570,3569
Partition 14	3559,3564,3563
Partition 15	3565,3522,3566
Partition 16	3526,3534
Partition 17	3572,3573,3574
Partition 18	3533,3593,3598
Partition 19	3592,3591,3590
Partition 20	3539,3540
Partition 21	3542,3544,3543
Partition 22	3537,3536,3535
Partition 23	3546,3547,3545
Partition 24	3587,3588
Partition 25	3575,3576,3577
Partition 26	3557,3558,3585
Partition 27	3586,3584,3583
Partition 28	3521,3538,3541
Partition 29	3599,3525,3600
Partition 30	3582,3581,3579
Partition 31	3603,3602,3604
Partition 32	3580,3601,3578
