cut	56
Partition 0	23,10,24
Partition 1	0,4,54,98
Partition 2	60,72,82,80
Partition 3	46,48,99
Partition 4	1,30,68,70
Partition 5	13,27,14
Partition 6	41,79,86
Partition 7	62,21,89
Partition 8	47,50,95
Partition 9	9,12,76,96
Partition 10	2,8,29
Partition 11	17,39,64,97
Partition 12	40,75,77,88
Partition 13	20,16,53,90
Partition 14	32,56,92,66
Partition 15	6,26,42
Partition 16	65,69,85
Partition 17	44,11,22,73
Partition 18	28,37,43,63
Partition 19	38,45,83
Partition 20	74,78,49,57
Partition 21	19,58,91,93
Partition 22	3,55,59,71
Partition 23	35,52,84,87
Partition 24	5,31,34
Partition 25	7,18,25,81
Partition 26	15,33,67
Partition 27	36,94,51,61
