path	1
T	10
cut	26
Partition 0	20,19,16,23,17,18,21,22
Partition 1	15,27,13,29,11,12,28,31
Partition 2	1,0,3,4,39,2,37,14
Partition 3	10,25,7,8,6,9,26,24
Partition 4	5,35,30,32,36,33,34,38
path	2
T	10
cut	26
Partition 0	20,19,16,23,17,18,21,22
Partition 1	15,27,13,29,11,12,28,31
Partition 2	1,0,3,4,39,2,37,14
Partition 3	10,25,7,8,6,9,26,24
Partition 4	5,35,30,32,36,33,34,38
path	3
T	10
cut	26
Partition 0	20,19,16,23,17,18,21,22
Partition 1	15,27,13,29,11,12,28,31
Partition 2	1,0,3,4,39,2,37,14
Partition 3	10,25,7,8,6,9,26,24
Partition 4	5,35,30,32,36,33,34,38
