cut	108
Partition 0	23,91,89,90
Partition 1	20,22,21,24
Partition 2	82,80,93,78
Partition 3	85,83,84,98
Partition 4	71,88,87,32,30
Partition 5	94,96,70,92
Partition 6	86,69,72,43
Partition 7	64,65,66,67,68
Partition 8	29,13,14,15
Partition 9	36,34,8,35
Partition 10	77,16,19,18,17
Partition 11	6,74,75,73
Partition 12	61,5,7,62,41
Partition 13	63,38,37,39
Partition 14	42,40,9,10
Partition 15	97,4,3,33
Partition 16	99,0,2,11,1
Partition 17	31,28,26,27
Partition 18	57,54,55,53
Partition 19	52,49,51,50,76
Partition 20	56,48,81,79
Partition 21	12,47,45,95
Partition 22	44,59,25,46,60,58
