cut	112
Partition 0	1154,1169,1170
Partition 1	1160,1167,1168
Partition 2	1123,1124,1131
Partition 3	1137,1138,1153
Partition 4	1150,1151,1152
Partition 5	1181,1191,1190
Partition 6	1133,1135,1136
Partition 7	1179,1180,1178
Partition 8	1175,1122,1174
Partition 9	1094,1172,1173
Partition 10	1085,1093,1132,1086
Partition 11	1192,1209,1208
Partition 12	1201,1202,1204
Partition 13	1205,1203,1207,1206
Partition 14	1128,1218,1219
Partition 15	1125,1126,1129
Partition 16	1148,1130,1149
Partition 17	1227,1223,1228
Partition 18	1232,1210,1231
Partition 19	1213,1217,1229,1230
Partition 20	1212,1157,1158
Partition 21	1159,1155,1156
Partition 22	1224,1226,1171,1225
Partition 23	1182,1183,1091
Partition 24	1143,1144,1147
Partition 25	1184,1146,1185
Partition 26	1162,1200,1199
Partition 27	1193,1196,1197
Partition 28	1195,1092,1198,1194
Partition 29	1139,1140,1161
Partition 30	1234,1233,1211
Partition 31	1115,1165,1166
Partition 32	1134,1116,1117
Partition 33	1090,1186,1187
Partition 34	1163,1164,1189,1188
Partition 35	1089,1114,1118
Partition 36	1176,1127,1177
Partition 37	1087,1106,1141,1142
Partition 38	1107,1108,1121
Partition 39	1113,1119,1120
Partition 40	1109,1110,1088,1099
Partition 41	1102,1104,1105
Partition 42	1101,1220
Partition 43	1100,1145,1221,1222
Partition 44	1214,1215,1216
Partition 45	1096,1097,1098
Partition 46	1095,1111,1103,1112
