cut	46
Partition 0	9,58,60
Partition 1	33,61,64,71
Partition 2	10,21,62,34
Partition 3	8,18,48,73
Partition 4	20,54,55,49
Partition 5	7,36,39
Partition 6	26,30,31,41
Partition 7	0,44,47,70,83
Partition 8	28,45,42,81
Partition 9	14,52,17,57
Partition 10	1,37,79,51
Partition 11	19,66,78
Partition 12	25,53,86,69
Partition 13	5,15,29,85
Partition 14	24,32,74,82
Partition 15	4,22,27,87
Partition 16	40,59,63,65
Partition 17	6,3,68
Partition 18	23,16,89
Partition 19	2,46,75,84,50
Partition 20	35,56,77,80
Partition 21	11,13,67,72
Partition 22	12,43,76,38,88
