cut	44
Partition 0	3527,3526,3563
Partition 1	3586,3589,3591,3590
Partition 2	3585,3584,3583,3582
Partition 3	3570,3571,3588,3587
Partition 4	3522,3530,3521,3531
Partition 5	3575,3576,3577
Partition 6	3572,3573,3578,3574
Partition 7	3537,3569,3568,3555
Partition 8	3523,3561,3528,3562
Partition 9	3539,3538,3540,3529,3525
Partition 10	3592,3520,3581
Partition 11	3594,3553,3593,3552
Partition 12	3541,3543,3542
Partition 13	3547,3548,3549,3550
Partition 14	3544,3546,3545,3551
Partition 15	3564,3560,3565
Partition 16	3567,3580,3566,3579
Partition 17	3557,3558,3556,3554
Partition 18	3533,3532,3534
Partition 19	3559,3535,3524,3536
