iteration	t
1	4,22,28,36,52,292,732,1257
2	1,17,78,81,115,120,160,704,715,1356,1525,1617,5192,6407,6408
3	2,3,6,13,56,77,81,89,167,179,191,540,865,1738,1746,1992,3335
4	8,10,30,46,69,107,108,127,132,221,501,1230
5	4,31,45,64,66,94,118,680
6	53,71
7	4,470,1061
8	40,49,185,2037,3640
9	1,8,39,100
10	162,716,776,939,1966,2004,2171
