cut	69
Partition 0	5,78
Partition 1	7,11,21
Partition 2	27,65,54
Partition 3	6,35,72
Partition 4	45,62,43
Partition 5	74,22,4
Partition 6	13,38,20
Partition 7	41,49
Partition 8	67,73,68
Partition 9	75,76,77
Partition 10	50,29
Partition 11	14,23,26
Partition 12	16,19,33
Partition 13	24,59,42,51
Partition 14	9,34
Partition 15	28,10,56
Partition 16	17,60,61
Partition 17	2,3,39
Partition 18	40,66
Partition 19	31,57,52
Partition 20	18,47,63,48
Partition 21	12,79
Partition 22	8,36,64
Partition 23	30,15,44
Partition 24	0,25,53
Partition 25	69,32,70
Partition 26	71,37,58
Partition 27	1,46,55
