cut	92
Partition 0	1,3,2
Partition 1	6,5
Partition 2	7,9
Partition 3	0,35
Partition 4	65,67,66
Partition 5	69,36,68
Partition 6	41,42
Partition 7	39,40
Partition 8	37,11,38
Partition 9	50,52
Partition 10	4,49,51
Partition 11	47,46
Partition 12	34,45,43,44
Partition 13	59,21
Partition 14	12,13
Partition 15	10,63,8
Partition 16	57,28
Partition 17	27,29,26
Partition 18	20,22
Partition 19	30,25,23,24
Partition 20	15,48
Partition 21	62,64,31
Partition 22	61,33,32
Partition 23	14,18
Partition 24	58,60,56
Partition 25	19,53,54
Partition 26	16,17,55
