cut	119
Partition 0	77,29,30
Partition 1	16,18,17
Partition 2	94,13,14,15
Partition 3	34,8,19
Partition 4	36,12,35
Partition 5	86,72,43
Partition 6	49,96,70,95
Partition 7	71,32,82
Partition 8	80,93,78
Partition 9	64,65,25
Partition 10	69,66,67,68
Partition 11	88,23,87
Partition 12	91,89,90,92
Partition 13	85,83,84
Partition 14	20,22,21,24
Partition 15	3,59,58
Partition 16	44,45,98
Partition 17	47,46,60
Partition 18	1,42,57
Partition 19	52,51,50,76
Partition 20	31,33,40,27
Partition 21	54,55,53
Partition 22	81,41,79
Partition 23	56,48,39
Partition 24	5,28,26
Partition 25	7,62,63,37
Partition 26	99,0,11
Partition 27	2,97,4,61
Partition 28	6,74,75,73
Partition 29	9,10,38
