Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	20	lc	True	True	True	True	2	2	6	6
4	2	20	lc	True	True	True	True	2	2	6	6
4	3	20	lc	True	True	True	True	2	2	6	6
4	6	20	lc	True	True	True	True	2	2	6	6
4	7	20	lc	True	True	True	True	2	2	6	6
4	9	20	lc	True	True	True	True	2	2	6	6
4	13	20	lc	True	True	True	True	2	2	6	6
4	16	20	lc	True	True	True	True	2	2	6	6
4	19	20	lc	True	True	True	True	2	2	6	6
4	23	20	lc	True	True	True	True	2	2	6	6
4	29	20	lc	True	True	True	True	2	2	6	6
4	31	20	lc	True	True	True	True	2	2	6	6
4	32	20	lc	True	True	True	True	2	2	6	6
4	33	20	lc	True	True	True	True	2	2	6	6
4	35	20	lc	True	True	True	True	2	2	6	6
4	36	20	lc	True	True	True	True	2	2	6	6
4	37	20	lc	True	True	True	True	2	2	6	6
4	43	20	lc	True	True	True	True	2	2	6	6
4	44	20	lc	True	True	True	True	2	2	6	6
4	47	20	lc	True	True	True	True	2	2	6	6
4	53	20	lc	True	True	True	True	2	2	6	6
4	54	20	lc	True	True	True	True	2	2	6	6
4	59	20	lc	True	True	True	True	2	2	6	6
4	65	20	lc	True	True	True	True	2	2	6	6
4	67	20	lc	True	True	True	True	2	2	6	6
4	68	20	lc	True	True	True	True	2	2	6	6
4	73	20	lc	True	True	True	True	2	2	6	6
4	74	20	lc	True	True	True	True	2	2	6	6
4	75	20	lc	True	True	True	True	2	2	6	6
4	76	20	lc	True	True	True	True	2	2	6	6
4	83	20	lc	True	True	True	True	2	2	6	6
4	84	20	lc	True	True	True	True	2	2	6	6
4	92	20	lc	True	True	True	True	2	2	6	6
4	93	20	lc	True	True	True	True	2	2	6	6
4	94	20	lc	True	True	True	True	2	2	6	6
4	95	20	lc	True	True	True	True	2	2	6	6
4	96	20	lc	True	True	True	True	2	2	6	6
4	103	20	lc	True	True	True	True	2	2	6	6
4	104	20	lc	True	True	True	True	2	2	6	6
4	105	20	lc	True	True	True	True	2	2	6	6
4	114	20	lc	True	True	True	True	2	2	6	6
4	115	20	lc	True	True	True	True	2	2	6	6
4	129	20	lc	True	True	True	True	2	2	6	6
4	138	20	lc	True	True	True	True	2	2	6	6
4	144	20	lc	True	True	True	True	2	2	6	6
4	145	20	lc	True	True	True	True	2	2	6	6
4	155	20	lc	True	True	True	True	2	2	6	6
4	156	20	lc	True	True	True	True	2	2	6	6
4	159	20	lc	True	True	True	True	2	2	6	6
4	160	20	lc	True	True	True	True	2	2	6	6
4	161	20	lc	True	True	True	True	2	2	6	6
4	164	20	lc	True	True	True	True	2	2	6	6
4	172	20	lc	True	True	True	True	2	2	6	6
4	173	20	lc	True	True	True	True	2	2	6	6
4	175	20	lc	True	True	True	True	2	2	6	6
4	176	20	lc	True	True	True	True	2	2	6	6
4	177	20	lc	True	True	True	True	2	2	6	6
4	178	20	lc	True	True	True	True	2	2	6	6
4	192	20	lc	True	True	True	True	2	2	6	6
4	193	20	lc	True	True	True	True	2	2	6	6
4	198	20	lc	True	True	True	True	2	2	6	6
4	199	20	lc	True	True	True	True	2	2	6	6
4	200	20	lc	True	True	True	True	2	2	6	6
4	201	20	lc	True	True	True	True	2	2	6	6
4	202	20	lc	True	True	True	True	2	2	6	6
4	214	20	lc	True	True	True	True	2	2	6	6
4	215	20	lc	True	True	True	True	2	2	6	6
4	221	20	lc	True	True	True	True	2	2	6	6
4	222	20	lc	True	True	True	True	2	2	6	6
4	223	20	lc	True	True	True	True	2	2	6	6
3	4	20	lc	True	True	False	True	2	2	5	4
3	6	20	lc	True	True	False	True	2	2	5	4
3	7	20	lc	True	True	False	True	2	2	5	4
3	17	20	lc	True	True	False	True	2	2	5	4
3	18	20	lc	True	True	False	True	2	2	5	4
3	23	20	lc	True	True	False	True	2	2	5	4
3	35	20	lc	True	True	False	True	2	2	5	4
5	10	20	lc	True	True	False	True	3	2	8	8
5	47	20	lc	True	True	False	True	3	2	8	8
