iteration	t
1	54,136,211,308,336,337,372,1492,3079
2	94,128,134,218,359,428,490,500,534,1984,4965
3	108,113,134,273,1273,1284,1287,1643,2844
4	173,366,394,413,460,503,4141,4166
5	166,403,430,434,439,455,915,924,1018
6	2637,3431,3502
7	11,12,22,906,976,3915,6238,6251,6486,6519
8	106,108,220,342,413,432,442,492,504,508,554,573,1918,2891,2988,12171
9	128,137,302
10	215,339,399,461
