cut	70
Partition 0	15,27,85
Partition 1	8,99,61
Partition 2	30,43,58,80
Partition 3	13,59,21
Partition 4	24,34,97,71
Partition 5	9,12,17
Partition 6	65,79,36,45
Partition 7	52,50,62
Partition 8	68,28,35,94
Partition 9	42,25,51
Partition 10	20,96,91,53
Partition 11	82,73,48
Partition 12	54,49,63
Partition 13	31,40,60
Partition 14	1,84,26
Partition 15	5,14,75
Partition 16	3,76,57,77
Partition 17	2,47,86
Partition 18	46,92,64
Partition 19	0,23,74
Partition 20	44,7,55
Partition 21	4,89,16,6
Partition 22	22,78,66
Partition 23	32,69,83
Partition 24	38,56,70
Partition 25	37,87,67,90
Partition 26	81,19,95,98
Partition 27	10,11,41
Partition 28	33,39,93
Partition 29	18,29,72,88
