cut	45
Partition 0	18,19,23,40
Partition 1	2,27,42,71,73
Partition 2	21,30,80,38
Partition 3	24,51,62
Partition 4	67,9,29,32
Partition 5	43,55,58,61
Partition 6	6,36,89
Partition 7	0,12,26,63,78
Partition 8	44,33,41,88
Partition 9	45,56,65,75
Partition 10	54,70,72
Partition 11	8,49,64
Partition 12	17,37,79
Partition 13	3,4,25,86
Partition 14	1,48,57,83
Partition 15	16,52,82
Partition 16	20,35,47,87
Partition 17	66,77,85
Partition 18	5,7,14,39
Partition 19	11,22,31
Partition 20	10,46,60,68,76
Partition 21	15,13,34,53
Partition 22	50,59,81
Partition 23	28,69,74,84
