cut	53
Partition 0	27,48,86
Partition 1	1,46,68,99
Partition 2	13,30,70,14
Partition 3	4,41,79
Partition 4	54,72,82
Partition 5	0,60,80,98
Partition 6	16,21,89,53,90
Partition 7	47,50,62,95
Partition 8	9,12,76,96
Partition 9	2,20,8,29
Partition 10	17,39,64,97
Partition 11	40,75,77,88
Partition 12	23,10,24
Partition 13	28,38,45,83
Partition 14	11,22,37,43
Partition 15	63,73,74,78
Partition 16	32,56,92,66
Partition 17	26,44,49,57
Partition 18	6,42,65,69,85
Partition 19	15,36,94
Partition 20	7,18,25,81
Partition 21	33,51,61,67
Partition 22	3,19,55,59
Partition 23	58,71,91,93
Partition 24	5,31,34
Partition 25	35,52,84,87
