cut	98
Partition 0	32,13
Partition 1	34,33,31
Partition 2	36,35,37
Partition 3	12,14
Partition 4	11,10,9
Partition 5	16,17,15
Partition 6	21,19,20
Partition 7	6,7
Partition 8	1,0,2
Partition 9	3,4,5
Partition 10	28,27,26
Partition 11	30,18,58
Partition 12	63,54,64,62
Partition 13	60,59,61
Partition 14	47,45
Partition 15	48,46,44
Partition 16	57,56,55
Partition 17	23,22
Partition 18	24,25,29
Partition 19	75,76,49
Partition 20	50,51,53,52
Partition 21	79,77,78
Partition 22	41,43,42
Partition 23	40,39,38
Partition 24	8,72
Partition 25	73,74,71
Partition 26	70,69,68
Partition 27	67,65,66
