iteration	t
1	64,73,87,113,126,239,2923,4126,5795,6469,6946
2	131,134,149,154,203,228,376,390,392,415,469,533,574,582,630,1191,1286,4673,5567,5593,5697,6090,9880
3	325,334,351,374,378,384,439,561,587,667,694,865,1020,1072,1105,1143,1231,1335,1349,1467,1772,1864,1943,2572
4	64,86,119,127,128,142,146,177,212,773,1164,1192,4310,4460,9149
5	54,76,81,102,105,139,706,2349,6239,7901,9489,9542,9544,9605
6	9,48,200,4284,4896,9069
7	13,1228,3686,5196
8	13,276,646,1308,1566,1802
9	5,102,105,412
