cut	107
Partition 0	76,10,86,58
Partition 1	83,7,9
Partition 2	64,26,22
Partition 3	34,15,88,87
Partition 4	72,70,75,39
Partition 5	17,67,68
Partition 6	69,85,8,25
Partition 7	0,11,51,20,50
Partition 8	27,47,73,46
Partition 9	38,30,54,52
Partition 10	71,45,33,32,36
Partition 11	35,49,60,23
Partition 12	13,84,21,59
Partition 13	77,61,62,18
Partition 14	74,66,12
Partition 15	40,3,19,55
Partition 16	57,63,80,56
Partition 17	4,37,78
Partition 18	43,5,41
Partition 19	89,6,53,48,82
Partition 20	1,24,28,65
Partition 21	2,42,44,16
Partition 22	29,14,79,81,31
