Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	0	28	lc	True	True	True	True	3	3	8	8
7	1	28	lc	True	True	True	True	3	3	8	8
7	2	28	lc	True	True	True	True	3	3	8	8
7	3	28	lc	True	True	True	True	3	3	8	8
7	4	28	lc	True	True	True	True	3	3	8	8
7	5	28	lc	True	True	True	True	3	3	8	8
7	6	28	lc	True	True	True	True	3	3	8	8
7	7	28	lc	True	True	True	True	3	3	8	8
7	8	28	lc	True	True	True	True	3	3	8	8
7	9	28	lc	True	True	True	True	3	3	8	8
7	10	28	lc	True	True	True	True	3	3	8	8
6	1	28	lc	True	True	True	True	3	2	7	7
6	3	28	lc	True	True	True	True	3	2	7	7
6	4	28	lc	True	True	True	True	3	2	7	7
6	5	28	lc	True	True	True	True	3	2	7	7
6	7	28	lc	True	True	True	True	3	2	7	7
6	8	28	lc	True	True	True	True	3	2	7	7
6	10	28	lc	True	True	True	True	3	2	7	7
4	3	28	lc	True	True	True	True	3	2	5	5
4	4	28	lc	True	True	True	True	3	2	5	5
4	6	28	lc	True	True	True	True	3	2	5	5
4	8	28	lc	True	True	True	True	3	2	5	5
4	9	28	lc	True	True	True	True	3	2	5	5
4	10	28	lc	True	True	True	True	3	2	5	5
5	1	28	lc	True	True	True	True	3	2	6	6
5	3	28	lc	True	True	True	True	3	2	6	6
5	4	28	lc	True	True	True	True	3	2	6	6
5	6	28	lc	True	True	True	True	3	2	6	6
5	7	28	lc	True	True	True	True	3	2	6	6
5	10	28	lc	True	True	True	True	3	2	6	6
