iteration	t
1	16,69,177,305,466,506,1271
2	21,27,54,62,126,328,1110,2000,2013,2406,3391,4102
3	1,42,49,89,272,385,387,839,1638,2549,4715
4	5,8,15,86,141,317,335,391,746,1014
5	24,28,80,99,126,640,814,1866,1902,2363,2561,2620
6	109,168,349,903,1005,1733,1774,2277,6254
7	259,310,377
8	12,135,251,292,312,671,685,2287,2288
9	75,119,120
10	8,18,809,816
