cut	69
Partition 0	9,22,23
Partition 1	25,40,53,33
Partition 2	36,68,73
Partition 3	1,59,78,52
Partition 4	29,50,58,45
Partition 5	14,42,26
Partition 6	3,30,44,71
Partition 7	35,2,79,76
Partition 8	8,37,20,74
Partition 9	61,17,72,11,54
Partition 10	57,38,41,60
Partition 11	16,67,63
Partition 12	7,48,15,39
Partition 13	51,27,62,70
Partition 14	77,21,46,65
Partition 15	0,10,56
Partition 16	5,6,64,32
Partition 17	13,75,34,66
Partition 18	12,24,28,49
Partition 19	4,55,69,47
Partition 20	19,43,31,18
