cut	90
Partition 0	13,14,15
Partition 1	18,17,16
Partition 2	19,20,47
Partition 3	49,11,12
Partition 4	53,55,54
Partition 5	52,51,48,50
Partition 6	77,76,75
Partition 7	23,24,25,26
Partition 8	79,22,21,74
Partition 9	1,0,78
Partition 10	9,8,10
Partition 11	7,27,56
Partition 12	63,64
Partition 13	57,59,58
Partition 14	62,60,61
Partition 15	73,72,71
Partition 16	70,69,68
Partition 17	66,65,67
Partition 18	5,4,6
Partition 19	2,43,3
Partition 20	44,42,41,45
Partition 21	31,32,34
Partition 22	29,28,30
Partition 23	36,33,35
Partition 24	40,39,46,37,38
