cut	53
Partition 0	67,71,80
Partition 1	5,18,48
Partition 2	23,76,83,87
Partition 3	10,49,92
Partition 4	0,69,88,31
Partition 5	1,35,73,53
Partition 6	79,19,59,64
Partition 7	74,77,82
Partition 8	3,4,41,91
Partition 9	26,44,56,95
Partition 10	17,22,42,54
Partition 11	45,55,61,94
Partition 12	66,75,84
Partition 13	9,30,58,68,99
Partition 14	6,29,86
Partition 15	34,52,60,89
Partition 16	50,70,97,96
Partition 17	2,63,37
Partition 18	11,16,62
Partition 19	24,57,65,78
Partition 20	15,20,90,98
Partition 21	13,38,46,81
Partition 22	8,28,32
Partition 23	33,39,85
Partition 24	47,72,93
Partition 25	25,27,36,51
Partition 26	14,7,40
Partition 27	12,21,43
