cut	61
Partition 0	9,64,10,14,62,57
Partition 1	3,47,69,83,17,94
Partition 2	0,88,42,79,86,95
Partition 3	1,65,58,26,81,74
Partition 4	19,89,61,84,30
Partition 5	31,32,44,49,99,78
Partition 6	73,28,77,54,59,70
Partition 7	43,36,48,51,4,96
Partition 8	72,34,39,55,98
Partition 9	18,25,38,53,29,92
Partition 10	13,37,67,6,85,87
Partition 11	45,22,12,97,46,23
Partition 12	63,5,8,11,68,20
Partition 13	7,40,91,24,21,27
Partition 14	90,15,76,16,33,35
Partition 15	60,50,56,66,82,93
Partition 16	2,75,41,52,71,80
