cut	68
Partition 0	3530,3528,3529
Partition 1	3527,3531,3520
Partition 2	3564,3594,3595
Partition 3	3561,3524,3562
Partition 4	3558,3559,3563
Partition 5	3532,3547,3548
Partition 6	3549,3551,3550
Partition 7	3597,3598,3604
Partition 8	3565,3566,3596
Partition 9	3589,3606,3605
Partition 10	3522,3552,3553
Partition 11	3556,3555,3554
Partition 12	3570,3569,3568,3567
Partition 13	3571,3608,3607
Partition 14	3611,3610,3609
Partition 15	3592,3593,3591
Partition 16	3584,3526,3583
Partition 17	3539,3534,3533
Partition 18	3537,3536,3535
Partition 19	3546,3545,3544
Partition 20	3540,3575,3576
Partition 21	3572,3573,3574
Partition 22	3586,3582,3581
Partition 23	3603,3578,3602
Partition 24	3557,3585,3525
Partition 25	3579,3580,3601
Partition 26	3560,3599,3600
Partition 27	3521,3538,3541
Partition 28	3577,3587,3588
Partition 29	3542,3523,3543,3590
