iteration	t
1	17,18,36,50,105,381,382,395,564,611,1385
2	36,48,144,155,163,167,175,184,263,486,494,579,635,648,671,676,679,694,717,722,723,1845
3	128,129,136,158,161,172,185,220,230,233,297,955
4	38,68,75,88,94,119,134,148,150,159,163,175,187,218,220,267,312,324,345,351,372,461,492,632,5587,6233
5	8,15,17,42,66,87,157,160,187,458,529,533,540,556,634,667,673,732,770,782,829,831
6	2,138
7	71,74
8	9,75,123,144,147
