cut	53
Partition 0	53,67,71,80
Partition 1	1,31,35,73
Partition 2	79,19,59,64
Partition 3	88,10,49,92
Partition 4	0,69,5,18,48
Partition 5	23,76,83,87
Partition 6	74,77,82
Partition 7	3,4,41,44
Partition 8	26,91,56,95
Partition 9	17,22,42,45
Partition 10	54,55,61,75
Partition 11	9,30,58,68
Partition 12	66,94,84,99
Partition 13	15,20,90,98
Partition 14	11,16,27,47
Partition 15	2,63,37,62
Partition 16	25,36,51
Partition 17	14,7,12,21
Partition 18	40,43,72,93
Partition 19	50,70,97,96
Partition 20	34,52,60,89
Partition 21	6,29,86
Partition 22	13,38,81
Partition 23	24,57,65,78
Partition 24	46,32,39
Partition 25	8,28,33,85
