cut	53
Partition 0	60,21,25
Partition 1	30,31,44
Partition 2	12,48
Partition 3	36,51
Partition 4	10,38,65
Partition 5	4,64,37
Partition 6	23,66
Partition 7	19,53,27
Partition 8	62,41,63
Partition 9	20,24,58
Partition 10	18,39,54
Partition 11	22,59,61
Partition 12	8,67,35
Partition 13	28,40
Partition 14	34,29
Partition 15	55,56,26
Partition 16	0,52
Partition 17	1,17,11
Partition 18	68,49,46
Partition 19	7,45
Partition 20	43,5,9
Partition 21	14,32,16
Partition 22	6,57,42
Partition 23	3,47,13
Partition 24	15,69,50
Partition 25	2,33
