iteration	t
1	2,4,13,34,43,58,111,115,247,269,299,312,393,576,805,970,2071,2479,2485,2505,5442
2	2,5,25,33,45,85,139,189,258,285,406,425,448,1026
3	17,31,66,96,209,337,432,437,462,474,510,523,616,1123,1334,1651,1791,1864,2417
4	14,24,32,49,116,123,186,277,301,308,399,1544,2054,2285
5	3,25,62,101,103,113,120,126,143,170,204,385,386,540,1511,1881
6	923,1032,1376,1689,2955
7	132,139,383,444,1679,1977,2624,7282,7299,7342,7364,11676,14954
8	12,19,883,1171,1193,1695,4228
9	3,14,56,244,2669,3077,3096
