cut	102
Partition 0	3,5,4
Partition 1	7,6,8
Partition 2	9,10,11,12
Partition 3	14,15,16
Partition 4	13,44,17
Partition 5	69,70,68
Partition 6	45,43,41,42
Partition 7	33,49,50
Partition 8	47,48,46
Partition 9	28,30,31,29
Partition 10	51,53,52
Partition 11	64,62,63
Partition 12	66,54,65,67
Partition 13	55,56,57
Partition 14	60,58,59,61
Partition 15	93,95,96
Partition 16	99,97,98
Partition 17	0,1,2
Partition 18	82,83,84
Partition 19	80,81,94,79
Partition 20	76,77,78
Partition 21	72,75,73,74
Partition 22	18,20,19
Partition 23	22,21,71
Partition 24	34,36,35
Partition 25	38,39,37,40
Partition 26	88,90,92
Partition 27	86,85,87,89
Partition 28	24,26,25,23
Partition 29	27,32,91
