cut	109
Partition 1	2066,2142
Partition 2	2131,2132
Partition 3	2133,2135,2134,2136
Partition 4	2138,2140
Partition 5	2130,2139,2076
Partition 6	2129,2068
Partition 7	2145,2148
Partition 8	2146,2147
Partition 9	2063,2099,2100
Partition 10	2088,2089,2062
Partition 11	2087,2137,2082,2083,2109
Partition 12	2143,2144,2150,2151
Partition 13	2141,2149
Partition 14	2102,2103,2101,2104
Partition 15	2105,2106
Partition 16	2094,2095
Partition 17	2107,2108
Partition 18	2093
Partition 19	2112,2113,2110
Partition 20	2069,2111
Partition 21	2090,2092
Partition 22	2078,2091
Partition 23	2077,2067
Partition 24	2065,2079,2080
Partition 25	2096,2097,2098,2075
Partition 26	2085,2086
Partition 27	2081,2084
Partition 28	2155,2159
Partition 29	2162,2165
Partition 30	2070,2161,2163,2164,2166
Partition 31	2157,2074
Partition 32	2158,2160
Partition 33	2072,2156
Partition 34	2169,2154
Partition 35	2168
Partition 36	2153,2152
Partition 37	2176,2175,2178
Partition 38	2167,2171
Partition 39	2128,2174,2173,2177
Partition 40	2170,2172
Partition 41	2191,2190
Partition 42	2192,2193
Partition 43	2187,2189
Partition 44	2196,2194,2197,2198
Partition 45	2186,2195
Partition 46	2185,2183,2184
Partition 47	2199,2200
Partition 48	2180,2179,2181
Partition 49	2121,2122,2123
Partition 50	2126,2182,2188
Partition 51	2120
Partition 52	2118,2073,2119
Partition 53	2114,2071,2115
Partition 54	2116,2117
Partition 55	2124
Partition 56	2064,2125
Partition 57	2127
