cut	35
Partition 0	38,60
Partition 1	0,5,24
Partition 2	4,13,17
Partition 3	2,8,19
Partition 4	1,49,55
Partition 5	16,27,54,69
Partition 6	23,33
Partition 7	25,51
Partition 8	3,37,56
Partition 9	6,22,48
Partition 10	21,34
Partition 11	41,42
Partition 12	12,40
Partition 13	11,15,26
Partition 14	30,35,58
Partition 15	9,46,53
Partition 16	66,43,65
Partition 17	18,29,44
Partition 18	14,62,64
Partition 19	10,39,59
Partition 20	32,45,52
Partition 21	36,57
Partition 22	28,61,63
Partition 23	47,50,67
Partition 24	7,20,31,68
