iteration	t
1	24,26,30,56,62,66,70,92,150,168,187,291,2562,2762,3158,3928,5378,5794,5848,5849,7581
2	10,13,30,54,100,252,627,723,765,769,865,1107,1162,1187,6042,7054
3	38,47,84,120,122,142,144,366,546,654,676,762,1011,1247,2415
4	16,22,41,50,80,111,123,133,194,215,227,615,637,877,1154,1431,2151
5	20,45,74,78,140,155,161,167,297,495,875,1832,2103,2159,2307,3281,3419
6	1533,1880,4731,5508,6367
7	45,107,4013,4033,12279,17348,18785
8	27,72,83,172,180,824
9	7,26,607,669,756,1305,1307,2407,8493,8505
