cut	69
Partition 0	3521,3553,3546,3621
Partition 1	3559,3560,3561
Partition 2	3570,3571,3569
Partition 3	3623,3620,3622,3619
Partition 4	3551,3550,3588
Partition 5	3592,3591,3590
Partition 6	3527,3528,3552
Partition 7	3529,3545,3544
Partition 8	3563,3567,3568
Partition 9	3555,3556,3562
Partition 10	3534,3554,3523
Partition 11	3532,3533,3564,3566
Partition 12	3531,3538,3565
Partition 13	3522,3530,3600
Partition 14	3540,3541,3539
Partition 15	3536,3535,3543,3542
Partition 16	3593,3596,3525
Partition 17	3605,3595,3604
Partition 18	3601,3602,3603
Partition 19	3526,3547,3594,3548
Partition 20	3615,3616,3617
Partition 21	3607,3618,3606
Partition 22	3598,3597,3599
Partition 23	3609,3610,3608,3611
Partition 24	3584,3583,3520
Partition 25	3549,3524,3537
Partition 26	3612,3613,3614
Partition 27	3582,3585,3558,3557
Partition 28	3580,3578,3579
Partition 29	3586,3581,3587
Partition 30	3575,3576,3574
Partition 31	3573,3572,3577,3589
