cut	62
Partition 0	3589,3606,3605
Partition 1	3565,3566,3567
Partition 2	3522,3559,3563
Partition 3	3560,3523,3552
Partition 4	3561,3577,3588
Partition 5	3555,3553,3554
Partition 6	3524,3551,3562,3550
Partition 7	3556,3570,3569,3568
Partition 8	3571,3608,3607
Partition 9	3611,3610,3609
Partition 10	3520,3564,3594
Partition 11	3597,3595,3596
Partition 12	3532,3549,3548
Partition 13	3527,3531,3530,3528,3529
Partition 14	3521,3599,3600
Partition 15	3525,3591,3590
Partition 16	3541,3542,3543
Partition 17	3586,3582,3587
Partition 18	3557,3558,3585
Partition 19	3603,3602,3604
Partition 20	3581,3579,3580,3601,3578
Partition 21	3537,3536,3535
Partition 22	3538,3539,3540
Partition 23	3546,3547,3545,3544
Partition 24	3574,3575,3576
Partition 25	3572,3573,3584
Partition 26	3526,3583,3592
Partition 27	3534,3533,3593,3598
