cut	114
Partition 0	16,40
Partition 1	22,21,23
Partition 2	15,12,13
Partition 3	84,82,83
Partition 4	0,86,85
Partition 5	14,30,45
Partition 6	65,66,81
Partition 7	57,55,56
Partition 8	25,69,44
Partition 9	77,43,54
Partition 10	35,19,34
Partition 11	72,20,88,71
Partition 12	59,60,58
Partition 13	62,68,37,61
Partition 14	67,18
Partition 15	4,31,29
Partition 16	27,28,26
Partition 17	75,79,33
Partition 18	78,80,70
Partition 19	6,5,9
Partition 20	2,32,8,7
Partition 21	36,1,17
Partition 22	89,87,53
Partition 23	50,51,52
Partition 24	47,49,48,46
Partition 25	76,3,39
Partition 26	10,24,11
Partition 27	38,73,74
Partition 28	64,42,41,63
