sol	1
T	2
cut	5
Partition 0	389,387,388,391
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,384,380,378,381
sol	2
T	2
cut	5
Partition 0	381,389,387,388,391,383
Partition 1	394,385,386,393,392
Partition 2	382,390,379,384,380,378
sol	3
T	2
cut	4
Partition 0	381,389,387,388,391
Partition 1	394,385,386,393,392
Partition 2	382,390,379,384,380,378,383
sol	4
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,383,385,386,393,392
Partition 2	382,379,384,380,378
sol	5
T	2
cut	5
Partition 0	381,389,387,388,391,384
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,380,378
sol	6
T	2
cut	4
Partition 0	381,389,387,388,391
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,380,378
sol	7
T	2
cut	5
Partition 0	381,389,387,388,391,385
Partition 1	394,383,386,393,392
Partition 2	382,390,379,384,380,378
sol	8
T	2
cut	4
Partition 0	381,389,387,388,391
Partition 1	394,383,386,393,392
Partition 2	382,390,379,384,380,378,385
sol	9
T	2
cut	5
Partition 0	381,389,388,391
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,384,380,378,387
sol	10
T	1
cut	4
Partition 0	381,389,387,388
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,384,380,378
sol	11
T	2
cut	4
Partition 0	381,389,387,388
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,384,380,378,391
sol	12
T	2
cut	4
Partition 0	381,389,387,388,391,392
Partition 1	394,383,385,386,393
Partition 2	382,390,379,384,380,378
sol	13
T	2
cut	5
Partition 0	389,387,388,391
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,380,378,381
sol	14
T	2
cut	5
Partition 0	389,387,388
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,384,380,378,381
sol	15
T	2
cut	5
Partition 0	389,387,388,391,392
Partition 1	394,383,385,386,393
Partition 2	382,390,379,384,380,378,381
sol	16
T	2
cut	5
Partition 0	381,389,387,388,391,382,390
Partition 1	394,383,385,386,393,392
Partition 2	379,384,380,378
sol	17
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,385,386,393,392
Partition 2	382,379,384,380,378,383
sol	18
T	2
cut	5
Partition 0	381,389,387,388,391,383
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,380,378
sol	19
T	2
cut	5
Partition 0	381,389,387,388,391,384
Partition 1	394,385,386,393,392
Partition 2	382,390,379,380,378,383
sol	20
T	2
cut	4
Partition 0	381,389,387,388,391
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,380,378,383
sol	21
T	2
cut	5
Partition 0	381,389,387,388,391,383
Partition 1	394,386,393,392
Partition 2	382,390,379,384,380,378,385
sol	22
T	2
cut	5
Partition 0	381,389,387,388,391,385
Partition 1	394,386,393,392
Partition 2	382,390,379,384,380,378,383
sol	23
T	2
cut	5
Partition 0	381,389,387,388,383
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,380,378
sol	24
T	1
cut	4
Partition 0	381,389,387,388
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,380,378,383
sol	25
T	2
cut	5
Partition 0	381,389,387,388,391,383,392
Partition 1	394,385,386,393
Partition 2	382,390,379,384,380,378
sol	26
T	2
cut	4
Partition 0	381,389,387,388,391,392
Partition 1	394,385,386,393
Partition 2	382,390,379,384,380,378,383
sol	27
T	2
cut	4
Partition 0	381,389,387,388,391,390,379
Partition 1	394,383,385,386,393,392
Partition 2	382,384,380,378
sol	28
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,383,385,386,393,392,384
Partition 2	382,379,380,378
sol	29
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,383,386,393,392
Partition 2	382,379,384,380,378,385
sol	30
T	2
cut	6
Partition 0	381,389,387,388,390
Partition 1	394,383,385,386,393,392,391
Partition 2	382,379,384,380,378
sol	31
T	2
cut	5
Partition 0	381,389,387,388,391,390,392
Partition 1	394,383,385,386,393
Partition 2	382,379,384,380,378
sol	32
T	2
cut	5
Partition 0	381,389,387,388,379
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,384,380,378
sol	33
T	2
cut	5
Partition 0	381,389,387,388,391,384,385
Partition 1	394,383,386,393,392
Partition 2	382,390,379,380,378
sol	34
T	2
cut	4
Partition 0	381,389,387,388,391,384,380
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,378
sol	35
T	2
cut	4
Partition 0	381,389,387,388,391,380
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,378
sol	36
T	2
cut	5
Partition 0	381,389,388,391
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,380,378,387
sol	37
T	2
cut	5
Partition 0	381,389,387,388,384
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,380,378
sol	38
T	2
cut	4
Partition 0	381,389,387,388
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,380,378,391
sol	39
T	2
cut	5
Partition 0	381,389,387,388,391,384,392
Partition 1	394,383,385,386,393
Partition 2	382,390,379,380,378
sol	40
T	2
cut	4
Partition 0	381,389,387,388,391,392
Partition 1	394,383,385,386,393,384
Partition 2	382,390,379,380,378
sol	41
T	2
cut	5
Partition 0	381,389,387,388,385
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,380,378
sol	42
T	1
cut	4
Partition 0	381,389,387,388
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,380,378,385
sol	43
T	2
cut	5
Partition 0	381,389,387,388,391,385,392
Partition 1	394,383,386,393
Partition 2	382,390,379,384,380,378
sol	44
T	2
cut	4
Partition 0	381,389,387,388,391,392
Partition 1	394,383,386,393
Partition 2	382,390,379,384,380,378,385
sol	45
T	2
cut	5
Partition 0	381,389,387,388,380
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,384,378
sol	46
T	2
cut	5
Partition 0	381,389,388
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,384,380,378,387
sol	47
T	2
cut	5
Partition 0	381,389,388,391,392
Partition 1	394,383,385,386,393
Partition 2	382,390,379,384,380,378,387
sol	48
T	2
cut	5
Partition 0	381,389,387,388,378
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,384,380
sol	49
T	2
cut	5
Partition 0	389,387,388,391
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,380,378,381,383
sol	50
T	2
cut	6
Partition 0	389,387,388,383
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,380,378,381
sol	51
T	2
cut	5
Partition 0	389,387,388,391,390,379
Partition 1	394,383,385,386,393,392
Partition 2	382,384,380,378,381
sol	52
T	2
cut	5
Partition 0	389,387,388,391,384,380
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,378,381
sol	53
T	2
cut	5
Partition 0	389,387,388,391,380
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,378,381
sol	54
T	2
cut	6
Partition 0	389,387,388,384
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,380,378,381
sol	55
T	2
cut	5
Partition 0	389,387,388,391,392
Partition 1	394,383,385,386,393,384
Partition 2	382,390,379,380,378,381
sol	56
T	2
cut	6
Partition 0	389,387,388,385
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,380,378,381
sol	57
T	2
cut	5
Partition 0	381,389,387,388,391,382,390
Partition 1	394,383,385,386,393,392,384
Partition 2	379,380,378
sol	58
T	2
cut	5
Partition 0	381,389,387,388,391,382,390
Partition 1	394,383,386,393,392
Partition 2	379,384,380,378,385
sol	59
T	2
cut	5
Partition 0	381,389,387,388,382,378
Partition 1	394,383,385,386,393,392,391
Partition 2	390,379,384,380
sol	60
T	2
cut	5
Partition 0	381,389,387,388,382,378
Partition 1	394,383,385,386,393,392
Partition 2	390,379,384,380,391
sol	61
T	2
cut	4
Partition 0	381,389,387,388,391,390,379
Partition 1	394,385,386,393,392
Partition 2	382,384,380,378,383
sol	62
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,385,386,393,392,384
Partition 2	382,379,380,378,383
sol	63
T	2
cut	5
Partition 0	381,389,387,388,391,390
Partition 1	394,386,393,392
Partition 2	382,379,384,380,378,383,385
sol	64
T	2
cut	6
Partition 0	381,389,387,388,390
Partition 1	394,385,386,393,392,391
Partition 2	382,379,384,380,378,383
sol	65
T	2
cut	5
Partition 0	381,389,387,388,391,390,392
Partition 1	394,385,386,393
Partition 2	382,379,384,380,378,383
sol	66
T	2
cut	5
Partition 0	381,389,387,388,379
Partition 1	394,385,386,393,392,391
Partition 2	382,390,384,380,378,383
sol	67
T	2
cut	5
Partition 0	381,389,387,388,391,384,385
Partition 1	394,386,393,392
Partition 2	382,390,379,380,378,383
sol	68
T	2
cut	4
Partition 0	381,389,387,388,391,383
Partition 1	394,385,386,393,392,384,380
Partition 2	382,390,379,378
sol	69
T	2
cut	4
Partition 0	381,389,387,388,391,384,380
Partition 1	394,385,386,393,392
Partition 2	382,390,379,378,383
sol	70
T	2
cut	4
Partition 0	381,389,387,388,391,380
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,378,383
sol	71
T	2
cut	3
Partition 0	381,389,387,388,391
Partition 1	394,385,386,393,392,384,380
Partition 2	382,390,379,378,383
sol	72
T	2
cut	5
Partition 0	381,389,388,391
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,380,378,383,387
sol	73
T	2
cut	5
Partition 0	381,389,387,388,383
Partition 1	394,385,386,393,392,384,391
Partition 2	382,390,379,380,378
sol	74
T	2
cut	5
Partition 0	381,389,387,388,384
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,380,378,383
sol	75
T	1
cut	4
Partition 0	381,389,387,388
Partition 1	394,385,386,393,392,384,391
Partition 2	382,390,379,380,378,383
sol	76
T	2
cut	4
Partition 0	381,389,387,388
Partition 1	394,385,386,393,392,384
Partition 2	382,390,379,380,378,383,391
sol	77
T	2
cut	5
Partition 0	381,389,387,388,391,383,392
Partition 1	394,385,386,393,384
Partition 2	382,390,379,380,378
sol	78
T	2
cut	5
Partition 0	381,389,387,388,391,384,392
Partition 1	394,385,386,393
Partition 2	382,390,379,380,378,383
sol	79
T	2
cut	4
Partition 0	381,389,387,388,391,392
Partition 1	394,385,386,393,384
Partition 2	382,390,379,380,378,383
sol	80
T	2
cut	5
Partition 0	381,389,387,388,383
Partition 1	394,386,393,392,391
Partition 2	382,390,379,384,380,378,385
sol	81
T	2
cut	5
Partition 0	381,389,387,388,385
Partition 1	394,386,393,392,391
Partition 2	382,390,379,384,380,378,383
sol	82
T	2
cut	5
Partition 0	381,389,387,388,391,383,392
Partition 1	394,386,393
Partition 2	382,390,379,384,380,378,385
sol	83
T	2
cut	5
Partition 0	381,389,387,388,391,385,392
Partition 1	394,386,393
Partition 2	382,390,379,384,380,378,383
sol	84
T	2
cut	5
Partition 0	381,389,387,388,380
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,378,383
sol	85
T	2
cut	6
Partition 0	381,389,388,383
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,380,378,387
sol	86
T	2
cut	5
Partition 0	381,389,387,388,378
Partition 1	394,385,386,393,392,391
Partition 2	382,390,379,384,380,383
sol	87
T	2
cut	4
Partition 0	381,389,387,388,391,390,379
Partition 1	394,383,385,386,393,392,384
Partition 2	382,380,378
sol	88
T	2
cut	4
Partition 0	381,389,387,388,391,390,379
Partition 1	394,383,386,393,392
Partition 2	382,384,380,378,385
sol	89
T	2
cut	5
Partition 0	381,389,388,391,390,379
Partition 1	394,383,385,386,393,392
Partition 2	382,384,380,378,387
sol	90
T	2
cut	5
Partition 0	381,389,387,388,390,379
Partition 1	394,383,385,386,393,392,391
Partition 2	382,384,380,378
sol	91
T	2
cut	5
Partition 0	381,389,387,388,391,390,380
Partition 1	394,383,385,386,393,392,384
Partition 2	382,379,378
sol	92
T	2
cut	5
Partition 0	381,389,387,388,391,390,392
Partition 1	394,383,385,386,393,384
Partition 2	382,379,380,378
sol	93
T	2
cut	6
Partition 0	381,389,387,388,390
Partition 1	394,383,386,393,392,391
Partition 2	382,379,384,380,378,385
sol	94
T	2
cut	5
Partition 0	381,389,387,388,391,390,392
Partition 1	394,383,386,393
Partition 2	382,379,384,380,378,385
sol	95
T	2
cut	5
Partition 0	381,389,387,388,379
Partition 1	394,383,386,393,392,391
Partition 2	382,390,384,380,378,385
sol	96
T	2
cut	5
Partition 0	381,389,387,388,384,385
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,380,378
sol	97
T	2
cut	5
Partition 0	381,389,388,391,384,380
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,378,387
sol	98
T	2
cut	5
Partition 0	381,389,388,391,380
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,378,387
sol	99
T	1
cut	4
Partition 0	381,389,387,388,384,380
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,378
sol	100
T	2
cut	4
Partition 0	381,389,387,388,384,380
Partition 1	394,383,385,386,393,392
Partition 2	382,390,379,378,391
sol	101
T	2
cut	4
Partition 0	381,389,387,388,380
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,378,391
sol	102
T	2
cut	4
Partition 0	381,389,387,388,391,380,392
Partition 1	394,383,385,386,393,384
Partition 2	382,390,379,378
sol	103
T	2
cut	3
Partition 0	381,389,387,388,391,392
Partition 1	394,383,385,386,393,384,380
Partition 2	382,390,379,378
sol	104
T	2
cut	5
Partition 0	381,389,391
Partition 1	394,383,385,386,393,392,384
Partition 2	382,390,379,380,378,387,388
sol	105
T	2
cut	6
Partition 0	381,389,388,384
Partition 1	394,383,385,386,393,392,391
Partition 2	382,390,379,380,378,387
sol	106
T	2
cut	5
Partition 0	381,389,388,391,392
Partition 1	394,383,385,386,393,384
Partition 2	382,390,379,380,378,387
sol	107
T	2
cut	4
Partition 0	381,389,387,388
Partition 1	394,383,385,386,393,384
Partition 2	382,390,379,380,378,391,392
sol	108
T	2
cut	5
Partition 0	381,389,387,388,380
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,378,385
sol	109
T	2
cut	6
Partition 0	381,389,388,385
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,380,378,387
sol	110
T	2
cut	5
Partition 0	381,389,387,388,378
Partition 1	394,383,386,393,392,391
Partition 2	382,390,379,384,380,385
sol	111
T	2
cut	5
Partition 0	389,387,388,391,394,393,392
Partition 1	383,385,386,381
Partition 2	382,390,379,384,380,378
sol	112
T	2
cut	5
Partition 0	389,387,388,391,394,393,392
Partition 1	383,385,386
Partition 2	382,390,379,384,380,378,381
sol	113
T	2
cut	5
Partition 0	381,389,388,391,394,393,392
Partition 1	383,385,386,387
Partition 2	382,390,379,384,380,378
sol	114
T	2
cut	5
Partition 0	381,389,388,391,394,393,392
Partition 1	383,385,386
Partition 2	382,390,379,384,380,378,387
sol	115
T	2
cut	5
Partition 0	389,387,388,391,382,390,379
Partition 1	394,383,385,386,393,392
Partition 2	384,380,378,381
sol	116
T	2
cut	5
Partition 0	389,387,388,391,382,390,378
Partition 1	394,383,385,386,393,392
Partition 2	379,384,380,381
sol	117
T	2
cut	5
Partition 0	389,387,388,391,390,379
Partition 1	394,385,386,393,392
Partition 2	382,384,380,378,381,383
sol	118
T	2
cut	5
