cut	43
Partition 0	3522,3594,3593,3592
Partition 1	3541,3542,3543,3538
Partition 2	3581,3582,3536,3537
Partition 3	3583,3584,3540,3585,3539
Partition 4	3535,3544,3545,3546
Partition 5	3602,3601,3547,3600
Partition 6	3586,3587,3520,3588
Partition 7	3580,3599,3598,3597
Partition 8	3554,3591,3595,3590,3589,3596
Partition 9	3575,3532,3523,3574
Partition 10	3576,3577,3572,3578
Partition 11	3557,3560,3559,3558
Partition 12	3548,3550,3549,3551
Partition 13	3561,3579,3556,3563,3564,3562
Partition 14	3570,3569,3568,3573
Partition 15	3555,3526,3552,3571
Partition 16	3565,3524,3566,3567
Partition 17	3521,3527,3531,3528,3529
Partition 18	3553,3530,3525,3534,3533
