cut	152
Partition 0	2077,2078
Partition 1	2102,2067
Partition 2	2101
Partition 3	2079,2080,2081
Partition 4	2090,2091,2092
Partition 5	2096,2097
Partition 6	2085
Partition 7	2075,2084,2086
Partition 8	2088,2062
Partition 9	2082,2083,2087
Partition 10	2094
Partition 11	2063,2099
Partition 12	2095,2098
Partition 13	2103,2105,2104
Partition 14	2089,2093
Partition 15	2100,2107,2106
Partition 16	2191,2190
Partition 17	2192,2193
Partition 18	2196,2194
Partition 19	2195,2197
Partition 20	2198
Partition 21	2109,2108
Partition 22	2069,2111
Partition 23	2112,2110
Partition 24	2199,2184
Partition 25	2200
Partition 26	2065
Partition 27	2185,2183,2186
Partition 28	2124,2123
Partition 29	2189,2188
Partition 30	2126,2182
Partition 31	2187,2181
Partition 32	2064,2125
Partition 33	2164
Partition 34	2162,2165
Partition 35	2070,2161
Partition 36	2163,2166
Partition 37	2074
Partition 38	2157,2158,2160
Partition 39	2072
Partition 40	2155,2156,2159
Partition 41	2153,2152
Partition 42	2137,2168
Partition 43	2170,2172
Partition 44	2154,2167,2169
Partition 45	2113
Partition 46	2115,2127,2114
Partition 47	2174,2177
Partition 48	2175,2178
Partition 49	2128,2176,2173,2171
Partition 50	2130,2076,2139
Partition 51	2138,2140
Partition 52	2066,2142
Partition 53	2129,2143
Partition 54	2145
Partition 55	2131,2068
Partition 56	2134,2136
Partition 57	2132,2135,2133
Partition 58	2117,2118
Partition 59	2073,2121
Partition 60	2119,2122,2180
Partition 61	2120,2179
Partition 62	2071,2141
Partition 63	2116
Partition 64	2146,2147
Partition 65	2144,2151
Partition 66	2148,2149,2150
