cut	46
Partition 0	8,41,70
Partition 1	7,71
Partition 2	0,37,78
Partition 3	45,72
Partition 4	1,20,74
Partition 5	32,49,60
Partition 6	14,50,59
Partition 7	25,40,69
Partition 8	11,44,46
Partition 9	23,65,33
Partition 10	2,13,16
Partition 11	10,29,58
Partition 12	3,38,42,53
Partition 13	27,79
Partition 14	21,34,35
Partition 15	9,26,48
Partition 16	6,15,17
Partition 17	30,31,43
Partition 18	22,75
Partition 19	61,62,67
Partition 20	12,19,66
Partition 21	36,54,68
Partition 22	4,57,63,5
Partition 23	24,73,51
Partition 24	18,28,39
Partition 25	52,55,76
Partition 26	47,56,64,77
