cut	91
Partition 0	0,1,99,2
Partition 1	34,21,36,35
Partition 2	38,39,37,40
Partition 3	97,98,95,96
Partition 4	88,87,89,90
Partition 5	94,91,92,93
Partition 6	86,85,84
Partition 7	76,77,78,79
Partition 8	82,80,81,18,83
Partition 9	72,75,73,74
Partition 10	20,19,22,71
Partition 11	24,26,25,23,27
Partition 12	55,56,57,58
Partition 13	64,66,65,67
Partition 14	62,60,59,61,63
Partition 15	69,70,54,68
Partition 16	49,47,48,46
Partition 17	50,51,53,52
Partition 18	43,41,42
Partition 19	14,15,16,17
Partition 20	11,12,13,44,45
Partition 21	32,30,31,33
Partition 22	7,6,8,9,10
Partition 23	3,5,4,28,29
