cut	58
Partition 0	3568,3569,3570
Partition 1	3592,3594,3593
Partition 2	3591,3563,3564
Partition 3	3585,3595,3596
Partition 4	3599,3598,3597
Partition 5	3576,3575,3520
Partition 6	3561,3562,3522
Partition 7	3555,3532,3530
Partition 8	3540,3541,3533
Partition 9	3553,3552,3551
Partition 10	3528,3534,3535
Partition 11	3536,3537,3527
Partition 12	3538,3548,3549,3550
Partition 13	3565,3566,3567
Partition 14	3523,3521,3539
Partition 15	3525,3554,3590
Partition 16	3560,3572,3571
Partition 17	3526,3529,3574
Partition 18	3556,3573,3557
Partition 19	3524,3542,3545
Partition 20	3558,3531,3559
Partition 21	3544,3547,3546
Partition 22	3583,3582,3581
Partition 23	3580,3586,3584
Partition 24	3543,3579,3578
Partition 25	3589,3577,3587,3588
