cut	47
Partition 0	7,36,69
Partition 1	3,4,39
Partition 2	24,63,64
Partition 3	21,53,59,72
Partition 4	34,71
Partition 5	22,32,40,58
Partition 6	17,41,67
Partition 7	42,26,52
Partition 8	2,9,37,10
Partition 9	38,79,76
Partition 10	18,30,50
Partition 11	16,46,66
Partition 12	6,15,65,75
Partition 13	29,48,74
Partition 14	51,56,78
Partition 15	27,43,70
Partition 16	1,31,35,8
Partition 17	33,49,68
Partition 18	19,47,55
Partition 19	11,25,45
Partition 20	5,60,62
Partition 21	20,14,23
Partition 22	12,73,13
Partition 23	28,44,54
Partition 24	0,57,61,77
