cut	101
Partition 0	0,1,56,75
Partition 1	98,96,97,95
Partition 2	83,77,48,46,94
Partition 3	64,65,63,62
Partition 4	25,55,54
Partition 5	50,52,53,51
Partition 6	67,68,66
Partition 7	69,70,71
Partition 8	84,74,72,73
Partition 9	99,14,76
Partition 10	13,10,11,12
Partition 11	7,9,93
Partition 12	15,18,16,17,19
Partition 13	8,85,57
Partition 14	87,88,86
Partition 15	91,92,90,89
Partition 16	29,27,28
Partition 17	30,31,33,32
Partition 18	35,34,36
Partition 19	41,39,40,37,38
Partition 20	49,47,42
Partition 21	78,79,82,80
Partition 22	81,43,45,44
Partition 23	58,61,59,60
Partition 24	3,4,5,6
Partition 25	22,20,21,23
Partition 26	2,24,26
