cut	65
Partition 0	47,18
Partition 1	5,7
Partition 2	52,61,19
Partition 3	45,21
Partition 4	36,10,65
Partition 5	4,32,37,63
Partition 6	12,30
Partition 7	38,46,16
Partition 8	59,44,68
Partition 9	57,48,31
Partition 10	55,39,40
Partition 11	1,35,49
Partition 12	3,28,14
Partition 13	9,17,23
Partition 14	42,67,64
Partition 15	69,66
Partition 16	26,51,33
Partition 17	8,34,13
Partition 18	0,58
Partition 19	41,53,60
Partition 20	2,27,24
Partition 21	22,43
Partition 22	11,20,25
Partition 23	6,62,56
Partition 24	15,29,54,50
