iteration	t
1	2,5,11,21,28,54,58,703
2	13,18,20,29,53,117,122,174,238,244,1171,1189,1381
3	6,11,16,24,46,82,311,332,391
4	11,22,27,29,38,62,79,108,109,146,153,3198,8007
5	29,35,36,69,72,144,180,192,194,208,253,268,418,845,851,893,997,2155
6	36
7	55,72,627,1631,3437
8	24,3345,3355,3366,3379,3403,4228,4880,9344,9611
9	41,58,1104,1718,2456
10	39,51,463,535,868,4088,4130
