cut	64
Partition 0	3529,3545,3544
Partition 1	3601,3547,3602
Partition 2	3522,3527,3600,3528
Partition 3	3541,3543,3542
Partition 4	3540,3539,3538,3556
Partition 5	3564,3548,3566,3567
Partition 6	3530,3531,3536,3565
Partition 7	3592,3591,3590
Partition 8	3620,3571,3619
Partition 9	3623,3622,3546,3621
Partition 10	3551,3550,3588
Partition 11	3552,3553,3570,3569
Partition 12	3563,3562,3561,3568
Partition 13	3526,3559,3521,3560
Partition 14	3607,3618,3617
Partition 15	3554,3555,3523
Partition 16	3532,3533,3534,3535
Partition 17	3581,3587,3589
Partition 18	3582,3585,3584,3586
Partition 19	3580,3578,3579
Partition 20	3573,3572,3575,3576,3577
Partition 21	3605,3606,3604,3603
Partition 22	3593,3596,3595
Partition 23	3525,3608,3598
Partition 24	3609,3610,3594,3574
Partition 25	3611,3597,3599
Partition 26	3613,3614,3615,3616
Partition 27	3612,3558,3557
Partition 28	3549,3524,3583,3537,3520
