iteration	t
1	56,110,128,205,2445,2680,4644
2	134,199,223,238,242,254,259,272,319,517,536,548,572,609,640
3	139,150,161,273,279,338,373,376,389,409,770,1407,2564,2569,2576,2592,2595,2896
4	36,154,305,331,344,586,837,928,1163,1174,1467,1493,5875
5	115,173,307,315,357,631
6	129,210,279,280,287,291,329
7	5,116,281,558,576,1080
8	11,13,41,69,313,325,332,355,411,428,521,533,600,704
9	80,130,132,160,237,469,590,645,1050,1066,1091
10	201,242,362,392,521,735,742,802,1054,3226
