cut	67
Partition 0	19,49,84,30
Partition 1	89,71,66,80
Partition 2	36,48,83,96
Partition 3	73,54,59,70
Partition 4	77,31,32,44,61,78
Partition 5	3,47,81,74
Partition 6	0,88,42,79
Partition 7	1,63,65,58,26
Partition 8	28,43,51,4
Partition 9	9,64,10,14,94
Partition 10	69,62,57,86,17,95
Partition 11	34,39,55,99
Partition 12	13,67,6,85
Partition 13	5,8,11,68
Partition 14	45,97,46,23
Partition 15	20,22,12,37,87
Partition 16	7,40,24,21,27
Partition 17	75,60,33,50
Partition 18	15,35,56,82,93
Partition 19	91,90,76,16,98
Partition 20	2,18,25,41,52
Partition 21	38,53,29,72,92
