cut	44
Partition 0	2,5,20,71,69
Partition 1	26,34,48,52,72,50
Partition 2	18,3,17,21,38,22
Partition 3	6,46,91,35,75,37
Partition 4	29,33,51,61,66
Partition 5	36,56,63,84,79
Partition 6	28,54,68,89,98
Partition 7	4,25,49,58,67,70
Partition 8	76,78,83,87,86,96
Partition 9	0,13,19,31,65,77
Partition 10	55,74,92,81,95,97
Partition 11	7,8,40,88,27
Partition 12	12,42,59,64,99
Partition 13	1,10,41,47,82,90
Partition 14	44,45,62,93,94
Partition 15	24,11,32,39,73
Partition 16	9,15,30,43,53,85
Partition 17	14,16,57,23,60,80
