cut	73
Partition 0	3549,3550
Partition 1	3588,3592,3591
Partition 2	3623,3620,3619
Partition 3	3622,3546,3621
Partition 4	3595,3594,3574
Partition 5	3526,3559
Partition 6	3601,3547,3602
Partition 7	3553,3570,3571
Partition 8	3552,3551,3521
Partition 9	3560,3561
Partition 10	3524,3537,3557
Partition 11	3612,3558
Partition 12	3613,3614,3615,3616
Partition 13	3618,3617
Partition 14	3596,3605,3607,3606
Partition 15	3609,3610,3611
Partition 16	3599,3604,3603
Partition 17	3593,3525,3608,3598
Partition 18	3566,3567
Partition 19	3531,3538,3565
Partition 20	3563,3569,3568
Partition 21	3539,3556,3562
Partition 22	3545,3544
Partition 23	3527,3528,3529
Partition 24	3522,3600
Partition 25	3530,3536,3535
Partition 26	3540,3541,3543,3542
Partition 27	3555,3573,3572
Partition 28	3575,3576,3577
Partition 29	3587,3589,3590
Partition 30	3582,3585,3586
Partition 31	3533,3564,3548
Partition 32	3532,3580,3581
Partition 33	3534,3578,3579
Partition 34	3583,3597,3520
Partition 35	3554,3523,3584
