iteration	t
1	1007,1302,1741,3907
2	204,500,1328,4284
3	43,125,297,346,4098
4	103,175,1474,1515,1571,1609,3217
5	33,78,209,472,559,1408,2226,3120
6	13
7	5073,5155,5535,6330,6767,7852,7885,7895,7920,7991,8418,8541
8	4981,10308,13368,13405
9	114,1760,4512,4540,5977,6737,9968,9994,11305,12472
10	10,18,88,95,271,4940
11	1741,1777,1797,1916,2076,4163,11158,17190
