cut	80
Partition 0	69,68,67
Partition 1	54,55
Partition 2	53,52,51
Partition 3	50,48,49
Partition 4	45,47,46
Partition 5	43,42,44
Partition 6	0,1
Partition 7	62,60,61
Partition 8	64,63,66,65
Partition 9	58,57,59
Partition 10	38,40,39
Partition 11	41,37,56
Partition 12	17,18
Partition 13	20,24,19
Partition 14	22,23,21
Partition 15	2,3,4
Partition 16	27,25,26
Partition 17	29,28,30
Partition 18	14,15,16
Partition 19	36,35
Partition 20	34,33,31,32
Partition 21	5,6
Partition 22	12,11,13
Partition 23	7,8,9,10
