cut	37
Partition 0	6,29,34,52,86,89
Partition 1	60,50,70,97,96
Partition 2	8,13,38,46,81
Partition 3	28,32,33,39,85
Partition 4	11,16,27,47,62
Partition 5	25,36,51,72,93
Partition 6	7,12,21,40,43
Partition 7	24,37,57,65,78
Partition 8	2,15,63,20,90,98
Partition 9	17,22,42,45,54,94
Partition 10	55,61,66,75,84
Partition 11	9,30,58,68,99
Partition 12	4,41,44,91
Partition 13	26,56,95,74,77,82
Partition 14	10,49,92,83,87
Partition 15	5,18,23,48,76
Partition 16	1,31,35,73,79,64
Partition 17	0,3,14,69,88
Partition 18	19,53,59,67,71,80
