cut	91
Partition 0	81,22,55,62
Partition 1	60,58,61,59,57
Partition 2	67,64,63,65
Partition 3	20,23,25,24,26
Partition 4	30,27,28,29,87
Partition 5	79,80,78,66
Partition 6	85,86,83,84
Partition 7	77,76,74,75
Partition 8	3,69,68,70
Partition 9	1,0,89,2,4,88
Partition 10	5,7,6,9
Partition 11	8,10,49,56
Partition 12	11,73,71,35
Partition 13	17,31,14,15,16
Partition 14	19,12,13,18,21
Partition 15	36,72,34,33
Partition 16	39,42,41,40,38
Partition 17	43,82,44,32
Partition 18	37,46,48,45,47
Partition 19	52,50,54,51,53
