cut	55
Partition 0	3602,3601,3600
Partition 1	3521,3598,3599
Partition 2	3559,3558,3543
Partition 3	3588,3586,3587
Partition 4	3527,3528,3589
Partition 5	3533,3542,3532
Partition 6	3567,3568,3569
Partition 7	3537,3536,3565
Partition 8	3566,3571,3570
Partition 9	3538,3540,3541,3535
Partition 10	3539,3530,3531
Partition 11	3523,3561,3560
Partition 12	3562,3529,3563,3564
Partition 13	3550,3549,3583
Partition 14	3524,3578,3579
Partition 15	3525,3534,3548
Partition 16	3591,3592,3593
Partition 17	3520,3526,3590
Partition 18	3576,3577,3580,3581
Partition 19	3594,3595,3596
Partition 20	3597,3585,3584
Partition 21	3574,3575,3582
Partition 22	3573,3522,3553
Partition 23	3544,3545,3555,3554
Partition 24	3552,3556,3557
Partition 25	3572,3546,3551,3547
