cut	47
Partition 0	4,49,63,51
Partition 1	20,42,65,86
Partition 2	3,10,87
Partition 3	82,5,6,2
Partition 4	48,30,68,58
Partition 5	9,54,45,72
Partition 6	55,12,50,28
Partition 7	1,21,79,29,62
Partition 8	8,37,40
Partition 9	60,27,13,88
Partition 10	0,66,19,23
Partition 11	16,14,46
Partition 12	15,59,24,17
Partition 13	38,56,69,83
Partition 14	11,52,64,41
Partition 15	32,35,71,36
Partition 16	85,33,22,74
Partition 17	43,73,78
Partition 18	44,76,53
Partition 19	18,81,47,61,70
Partition 20	34,57,84,89
Partition 21	7,26,75,31,80
Partition 22	67,39,25,77
