cut	79
Partition 0	18,59
Partition 1	0,79,75
Partition 2	32,61,42
Partition 3	66,73,2
Partition 4	50,9,27
Partition 5	14,16,56
Partition 6	39,46,47
Partition 7	8,33,76
Partition 8	1,36,45
Partition 9	4,49,58
Partition 10	41,74
Partition 11	44,63,53
Partition 12	20,52,28
Partition 13	7,5,55,78
Partition 14	21,25
Partition 15	15,77,30
Partition 16	26,67,48
Partition 17	29,38
Partition 18	3,71,51
Partition 19	35,40
Partition 20	6,65,11,43
Partition 21	72,23,64
Partition 22	13,37
Partition 23	34,24,60
Partition 24	70,12,19
Partition 25	17,57,54
Partition 26	10,22,68
Partition 27	69,31,62
