iteration	t
1	47,50,89,99,145,176,294,1440
2	2,29,93,102,105,254,264,2776,2929,5120
3	11,16,89,100,142,1286,1357,1433,1460,1683,2430,2499,4350
4	25,68,91,113,124,126,150,200,246,520,950,2174,3687,7738
5	16,30,34,144,175,194,207,896,1653,1790,2765,2970,3155
6	123,2296,2317
7	6,2088
8	418,838,3374
9	4,5365
