cut	47
Partition 0	1,20,32
Partition 1	0,7,37
Partition 2	71,78,74
Partition 3	46,49,60
Partition 4	11,23,65
Partition 5	2,13,16,33
Partition 6	45,72,53
Partition 7	3,10,38
Partition 8	29,42,58
Partition 9	14,50,59
Partition 10	8,41,70
Partition 11	25,40,44,69
Partition 12	15,17,21
Partition 13	22,30,75
Partition 14	6,31,43,62
Partition 15	61,67,48
Partition 16	9,27,79
Partition 17	26,34,35
Partition 18	24,73,28
Partition 19	18,39,51
Partition 20	52,55,64,77
Partition 21	4,36,57,63
Partition 22	54,5,68
Partition 23	47,56
Partition 24	12,19,76,66
