path	1
T	NA
cut	25
Partition 0	10,23,9,58,60,62,34
Partition 1	2,6,46,75,84,16,89,50
Partition 2	3,68,12,43,76,35,56,77
Partition 3	11,13,67,72,38,88,80
Partition 4	4,27,32,40,59,63,65,87
Partition 5	22,24,5,29,85,74,82
Partition 6	1,14,37,52,79,17,51
Partition 7	0,7,26,30,41,44,47,70,83
Partition 8	28,45,36,39,42,81,57
Partition 9	15,19,25,53,86,66,78,69
Partition 10	8,18,21,48,54,55,73
Partition 11	20,33,61,64,71,49
Partition 15	31
path	2
T	NA
cut	26
Partition 0	10,23,9,58,60,62,34
Partition 1	2,6,46,75,16,89,50
Partition 2	3,68,12,43,76,35,56,77
Partition 3	11,13,67,72,38,88,80
Partition 4	4,27,32,40,59,63,65,87
Partition 5	22,24,5,29,85,74,82
Partition 6	1,14,37,52,79,17,51
Partition 7	0,7,26,30,41,44,47,70,83
Partition 8	28,45,36,39,42,81,57
Partition 9	15,19,25,53,86,66,78,69
Partition 10	8,18,21,48,54,55,73
Partition 11	20,33,61,64,71,49
Partition 13	31
Partition 15	84
path	3
T	NA
cut	25
Partition 0	10,23,9,58,60,62,34
Partition 1	2,6,46,75,84,16,89,50
Partition 2	3,68,12,43,76,35,56,77
Partition 3	11,13,67,72,38,88,80
Partition 4	4,27,32,40,59,63,65,87
Partition 5	22,24,5,29,85,74,82
Partition 6	1,14,37,52,79,17,51
Partition 7	0,7,26,30,31,41,44,47,83
Partition 8	28,45,36,39,42,81,57
Partition 9	15,19,25,53,86,66,78,69
Partition 10	8,18,21,48,54,55,73
Partition 11	20,33,61,64,71,49
Partition 15	70
