cut	100
Partition 0	49,48
Partition 1	44,42,43
Partition 2	46,47,45
Partition 3	38,37,50
Partition 4	32,33,34
Partition 5	35,36,40
Partition 6	56,58
Partition 7	4,6,5
Partition 8	2,7,59
Partition 9	39,78,61
Partition 10	75,76,77
Partition 11	3,73,74
Partition 12	1,0,79,41
Partition 13	31,30
Partition 14	25,26,51
Partition 15	29,27,28
Partition 16	54,53,52
Partition 17	64,63,62
Partition 18	66,65,67
Partition 19	68,69,71,70
Partition 20	22,24,23
Partition 21	20,21,19
Partition 22	72,17,18
Partition 23	12,60,11
Partition 24	10,9,8
Partition 25	13,16,14
Partition 26	57,55,15
