Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	6	17	lc	True	True	False	True	3	2	6	6
4	7	17	lc	True	True	False	True	3	2	6	6
4	8	17	lc	True	True	False	True	3	2	6	6
3	5	17	lc	True	True	True	True	2	1	5	4
3	11	17	lc	True	True	True	True	2	1	5	4
2	0	17	lc	True	True	True	True	1	1	3	3
2	2	17	lc	True	True	True	True	1	1	3	3
2	3	17	lc	True	True	True	True	1	1	3	3
2	4	17	lc	True	True	True	True	1	1	3	3
2	6	17	lc	True	True	True	True	1	1	3	3
